run_id,scenario,policy_tag,t_global,agent,group,action,action_name,reward,done,term,trunc,healthcare_budget,social_service_budget,pre_actor_agent,pre_actor_group,pre_actor_x,pre_actor_y,pre_actor_health,pre_actor_admin,pre_actor_trust,pre_actor_engagement_counter,pre_actor_non_engagement_counter,pre_actor_cap_bh,pre_actor_cap_af,post_actor_agent,post_actor_group,post_actor_x,post_actor_y,post_actor_health,post_actor_admin,post_actor_trust,post_actor_engagement_counter,post_actor_non_engagement_counter,post_actor_cap_bh,post_actor_cap_af,actor_agent,actor_group,actor_x,actor_y,actor_health,actor_admin,actor_trust,actor_engagement_counter,actor_non_engagement_counter,actor_cap_bh,actor_cap_af,mask,possible_actions,impossible_actions
run_001,policy_inclusive_healthcare,eval_policyOFF,11,peh_2,NONREG_MOD,2,ENGAGE_SOCIAL_SERVICES,0.1,False,False,False,4880.0,4890.0,peh_2,NONREG_MOD,3,3,2.5,non-registered,MODERATE_TRUST,0,0,0.0,0.8,peh_2,NONREG_MOD,3,3,2.0,non-registered,MODERATE_TRUST,1,0,0.0,0.8,peh_2,NONREG_MOD,3,3,2.0,non-registered,MODERATE_TRUST,1,0,0.0,0.8,"1,1,1,1,1","[""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""RECEIVE_MEDICAL_ATTENTION"", ""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,12,peh_3,NONREG_MOD,0,RECEIVE_MEDICAL_ATTENTION,-0.05,False,False,False,4880.0,4880.0,peh_3,NONREG_MOD,5,5,2.5,non-registered,MODERATE_TRUST,0,0,0.0,0.8,peh_3,NONREG_MOD,5,5,2.0,non-registered,MODERATE_TRUST,0,0,0.0,0.8,peh_3,NONREG_MOD,5,5,2.0,non-registered,MODERATE_TRUST,0,0,0.0,0.8,"1,1,1,1,1","[""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""RECEIVE_MEDICAL_ATTENTION"", ""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,13,peh_4,REG_LOW,0,RECEIVE_MEDICAL_ATTENTION,0.1,True,True,False,4850.0,4870.0,peh_4,REG_LOW,2,3,3.5,registered,LOW_TRUST,0,0,1.0,1.0,peh_4,REG_LOW,2,3,4.0,registered,LOW_TRUST,0,0,1.0,1.0,peh_4,REG_LOW,2,3,4.0,registered,LOW_TRUST,0,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,14,peh_5,REG_LOW,0,RECEIVE_MEDICAL_ATTENTION,0.1,True,True,False,4820.0,4860.0,peh_5,REG_LOW,6,6,3.5,registered,LOW_TRUST,0,0,1.0,1.0,peh_5,REG_LOW,6,6,4.0,registered,LOW_TRUST,0,0,1.0,1.0,peh_5,REG_LOW,6,6,4.0,registered,LOW_TRUST,0,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,15,peh_7,REG_MOD,0,RECEIVE_MEDICAL_ATTENTION,0.1,True,True,False,4790.0,4850.0,peh_7,REG_MOD,2,5,3.5,registered,MODERATE_TRUST,0,0,1.0,1.0,peh_7,REG_MOD,2,5,4.0,registered,MODERATE_TRUST,0,0,1.0,1.0,peh_7,REG_MOD,2,5,4.0,registered,MODERATE_TRUST,0,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,16,peh_0,NONREG_LOW,2,ENGAGE_SOCIAL_SERVICES,0.1,False,False,False,4790.0,4840.0,peh_0,NONREG_LOW,1,3,2.0,non-registered,LOW_TRUST,1,0,0.0,0.8,peh_0,NONREG_LOW,1,3,1.5,registered,LOW_TRUST,2,0,0.0,0.8,peh_0,NONREG_LOW,1,3,1.5,registered,LOW_TRUST,2,0,0.0,0.8,"1,1,1,1,1","[""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""RECEIVE_MEDICAL_ATTENTION"", ""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,17,peh_1,NONREG_LOW,0,RECEIVE_MEDICAL_ATTENTION,-0.05,False,False,False,4790.0,4830.0,peh_1,NONREG_LOW,4,0,2.0,non-registered,LOW_TRUST,0,0,0.0,0.0,peh_1,NONREG_LOW,4,0,1.5,non-registered,LOW_TRUST,0,0,0.0,0.0,peh_1,NONREG_LOW,4,0,1.5,non-registered,LOW_TRUST,0,0,0.0,0.0,"1,1,1,1,1","[""KEEP_FORWARD"", ""REMAIN_DISENGAGED""]","[""RECEIVE_MEDICAL_ATTENTION"", ""ENGAGE_SOCIAL_SERVICES"", ""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,18,peh_2,NONREG_MOD,2,ENGAGE_SOCIAL_SERVICES,0.1,False,False,False,4790.0,4820.0,peh_2,NONREG_MOD,3,3,2.0,non-registered,MODERATE_TRUST,1,0,0.0,0.8,peh_2,NONREG_MOD,3,3,1.5,registered,MODERATE_TRUST,2,0,0.0,0.8,peh_2,NONREG_MOD,3,3,1.5,registered,MODERATE_TRUST,2,0,0.0,0.8,"1,1,1,1,1","[""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""RECEIVE_MEDICAL_ATTENTION"", ""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,19,peh_3,NONREG_MOD,0,RECEIVE_MEDICAL_ATTENTION,-0.05,False,False,False,4790.0,4810.0,peh_3,NONREG_MOD,5,5,2.0,non-registered,MODERATE_TRUST,0,0,0.0,0.8,peh_3,NONREG_MOD,5,5,1.5,non-registered,MODERATE_TRUST,0,0,0.0,0.8,peh_3,NONREG_MOD,5,5,1.5,non-registered,MODERATE_TRUST,0,0,0.0,0.8,"1,1,1,1,1","[""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""RECEIVE_MEDICAL_ATTENTION"", ""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,20,peh_6,REG_MOD,0,RECEIVE_MEDICAL_ATTENTION,0.1,True,True,False,4760.0,4800.0,peh_6,REG_MOD,3,4,3.5,registered,MODERATE_TRUST,0,0,1.0,1.0,peh_6,REG_MOD,3,4,4.0,registered,MODERATE_TRUST,0,0,1.0,1.0,peh_6,REG_MOD,3,4,4.0,registered,MODERATE_TRUST,0,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,21,peh_0,NONREG_LOW,0,RECEIVE_MEDICAL_ATTENTION,0.1,False,False,False,4730.0,4790.0,peh_0,NONREG_LOW,1,3,1.5,registered,LOW_TRUST,2,0,0.0,0.8,peh_0,NONREG_LOW,1,3,2.0,registered,LOW_TRUST,2,0,1.0,1.0,peh_0,NONREG_LOW,1,3,2.0,registered,LOW_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
run_001,policy_inclusive_healthcare,eval_policyOFF,22,peh_1,NONREG_LOW,0,RECEIVE_MEDICAL_ATTENTION,-1.0,True,True,False,3730.0,4780.0,peh_1,NONREG_LOW,4,0,1.5,non-registered,LOW_TRUST,0,0,0.0,0.0,peh_1,NONREG_LOW,4,0,1.0,non-registered,LOW_TRUST,0,0,0.0,0.0,peh_1,NONREG_LOW,4,0,1.0,non-registered,LOW_TRUST,0,0,0.0,0.0,"1,1,1,1,1","[""KEEP_FORWARD"", ""REMAIN_DISENGAGED""]","[""RECEIVE_MEDICAL_ATTENTION"", ""ENGAGE_SOCIAL_SERVICES"", ""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,23,peh_2,NONREG_MOD,0,RECEIVE_MEDICAL_ATTENTION,0.1,False,False,False,3700.0,4770.0,peh_2,NONREG_MOD,3,3,1.5,registered,MODERATE_TRUST,2,0,0.0,0.8,peh_2,NONREG_MOD,3,3,2.0,registered,MODERATE_TRUST,2,0,1.0,1.0,peh_2,NONREG_MOD,3,3,2.0,registered,MODERATE_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
run_001,policy_inclusive_healthcare,eval_policyOFF,24,peh_0,NONREG_LOW,0,RECEIVE_MEDICAL_ATTENTION,0.1,False,False,False,3670.0,4760.0,peh_0,NONREG_LOW,1,3,2.0,registered,LOW_TRUST,2,0,1.0,1.0,peh_0,NONREG_LOW,1,3,2.5,registered,LOW_TRUST,2,0,1.0,1.0,peh_0,NONREG_LOW,1,3,2.5,registered,LOW_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
run_001,policy_inclusive_healthcare,eval_policyOFF,25,peh_2,NONREG_MOD,0,RECEIVE_MEDICAL_ATTENTION,0.1,False,False,False,3640.0,4750.0,peh_2,NONREG_MOD,3,3,2.0,registered,MODERATE_TRUST,2,0,1.0,1.0,peh_2,NONREG_MOD,3,3,2.5,registered,MODERATE_TRUST,2,0,1.0,1.0,peh_2,NONREG_MOD,3,3,2.5,registered,MODERATE_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
run_001,policy_inclusive_healthcare,eval_policyOFF,26,peh_3,NONREG_MOD,0,RECEIVE_MEDICAL_ATTENTION,-1.0,True,True,False,2640.0,4740.0,peh_3,NONREG_MOD,5,5,1.5,non-registered,MODERATE_TRUST,0,0,0.0,0.8,peh_3,NONREG_MOD,5,5,1.0,non-registered,MODERATE_TRUST,0,0,0.0,0.8,peh_3,NONREG_MOD,5,5,1.0,non-registered,MODERATE_TRUST,0,0,0.0,0.8,"1,1,1,1,1","[""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED""]","[""RECEIVE_MEDICAL_ATTENTION"", ""APPLY_AND_GET_SHELTER""]"
run_001,policy_inclusive_healthcare,eval_policyOFF,27,peh_0,NONREG_LOW,0,RECEIVE_MEDICAL_ATTENTION,0.1,False,False,False,2610.0,4730.0,peh_0,NONREG_LOW,1,3,2.5,registered,LOW_TRUST,2,0,1.0,1.0,peh_0,NONREG_LOW,1,3,3.0,registered,LOW_TRUST,2,0,1.0,1.0,peh_0,NONREG_LOW,1,3,3.0,registered,LOW_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
run_001,policy_inclusive_healthcare,eval_policyOFF,28,peh_2,NONREG_MOD,0,RECEIVE_MEDICAL_ATTENTION,0.1,False,False,False,2580.0,4720.0,peh_2,NONREG_MOD,3,3,2.5,registered,MODERATE_TRUST,2,0,1.0,1.0,peh_2,NONREG_MOD,3,3,3.0,registered,MODERATE_TRUST,2,0,1.0,1.0,peh_2,NONREG_MOD,3,3,3.0,registered,MODERATE_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
run_001,policy_inclusive_healthcare,eval_policyOFF,29,peh_0,NONREG_LOW,0,RECEIVE_MEDICAL_ATTENTION,0.1,False,False,False,2550.0,4710.0,peh_0,NONREG_LOW,1,3,3.0,registered,LOW_TRUST,2,0,1.0,1.0,peh_0,NONREG_LOW,1,3,3.5,registered,LOW_TRUST,2,0,1.0,1.0,peh_0,NONREG_LOW,1,3,3.5,registered,LOW_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
run_001,policy_inclusive_healthcare,eval_policyOFF,30,peh_2,NONREG_MOD,0,RECEIVE_MEDICAL_ATTENTION,0.1,False,False,False,2520.0,4700.0,peh_2,NONREG_MOD,3,3,3.0,registered,MODERATE_TRUST,2,0,1.0,1.0,peh_2,NONREG_MOD,3,3,3.5,registered,MODERATE_TRUST,2,0,1.0,1.0,peh_2,NONREG_MOD,3,3,3.5,registered,MODERATE_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
run_001,policy_inclusive_healthcare,eval_policyOFF,31,peh_0,NONREG_LOW,0,RECEIVE_MEDICAL_ATTENTION,0.1,True,True,False,2490.0,4690.0,peh_0,NONREG_LOW,1,3,3.5,registered,LOW_TRUST,2,0,1.0,1.0,peh_0,NONREG_LOW,1,3,4.0,registered,LOW_TRUST,2,0,1.0,1.0,peh_0,NONREG_LOW,1,3,4.0,registered,LOW_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
run_001,policy_inclusive_healthcare,eval_policyOFF,32,peh_2,NONREG_MOD,0,RECEIVE_MEDICAL_ATTENTION,0.1,True,True,False,2460.0,4680.0,peh_2,NONREG_MOD,3,3,3.5,registered,MODERATE_TRUST,2,0,1.0,1.0,peh_2,NONREG_MOD,3,3,4.0,registered,MODERATE_TRUST,2,0,1.0,1.0,peh_2,NONREG_MOD,3,3,4.0,registered,MODERATE_TRUST,2,0,1.0,1.0,"1,1,1,1,1","[""RECEIVE_MEDICAL_ATTENTION"", ""KEEP_FORWARD"", ""ENGAGE_SOCIAL_SERVICES"", ""REMAIN_DISENGAGED"", ""APPLY_AND_GET_SHELTER""]",[]
